,policy_id,subscription_length,customer_age,vehicle_age,model,fuel_type,max_torque,region_code,region_density,segment,claim_status
31551,POL032148,11.6,37,1.8,M2,Petrol,113Nm@4400rpm,C4,21622,C1,0
31552,POL041953,2.8,51,2.4,M2,Petrol,113Nm@4400rpm,C4,21622,C1,0
31553,POL030716,10.7,39,2.6,M2,Petrol,113Nm@4400rpm,C4,21622,C1,0
31554,POL002476,0.8,48,0.2,M2,Petrol,113Nm@4400rpm,C4,21622,C1,0
31555,POL029040,6.8,48,3.8,M2,Petrol,113Nm@4400rpm,C4,21622,C1,1
31556,POL039058,0.2,38,1.0,M2,Petrol,113Nm@4400rpm,C4,21622,C1,0
31557,POL015527,6.5,40,0.6,M2,Petrol,113Nm@4400rpm,C4,21622,C1,0
31558,POL049232,1.6,39,5.0,M2,Petrol,113Nm@4400rpm,C4,21622,C1,0
31559,POL000004,9.0,43,2.2,M2,Petrol,113Nm@4400rpm,C4,21622,C1,0
31560,POL011563,10.9,44,1.2,M2,Petrol,113Nm@4400rpm,C4,21622,C1,1
31561,POL017341,8.1,40,2.4,M2,Petrol,113Nm@4400rpm,C4,21622,C1,0
31562,POL003989,0.7,42,6.2,M2,Petrol,113Nm@4400rpm,C4,21622,C1,0
31563,POL038092,7.8,45,1.2,M2,Petrol,113Nm@4400rpm,C4,21622,C1,1
31564,POL056512,5.6,54,2.6,M2,Petrol,113Nm@4400rpm,C4,21622,C1,0
31565,POL049699,8.2,43,2.0,M2,Petrol,113Nm@4400rpm,C4,21622,C1,0
31566,POL029689,1.0,47,0.0,M2,Petrol,113Nm@4400rpm,C4,21622,C1,0
31567,POL054959,0.9,45,0.0,M2,Petrol,113Nm@4400rpm,C4,21622,C1,0
31568,POL002889,5.9,40,0.8,M2,Petrol,113Nm@4400rpm,C4,21622,C1,0
31569,POL016671,0.9,44,3.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31570,POL054594,0.5,54,2.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31571,POL017732,12.2,35,1.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31572,POL054696,2.6,40,2.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,1
31573,POL010194,2.0,40,0.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31574,POL031926,11.8,40,1.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31575,POL045156,10.6,41,2.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31576,POL000505,10.9,44,1.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31577,POL012927,0.4,45,0.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31578,POL019112,11.8,56,2.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31579,POL027057,2.2,35,2.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31580,POL019695,11.2,39,1.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,1
31581,POL034202,2.4,45,0.8,M4,Diesel,250Nm@2750rpm,C4,21622,C2,1
31582,POL054870,10.5,49,2.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31583,POL035972,10.9,45,3.8,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31584,POL031129,10.0,35,0.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31585,POL037815,6.3,36,3.8,M4,Diesel,250Nm@2750rpm,C4,21622,C2,1
31586,POL005762,5.7,64,0.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31587,POL029768,1.1,40,1.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31588,POL048764,3.9,47,1.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31589,POL043251,5.0,40,2.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31590,POL025693,6.7,41,1.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31591,POL037191,10.3,52,4.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31592,POL024719,5.0,40,4.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31593,POL045183,12.1,52,3.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31594,POL055148,0.3,41,0.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31595,POL051506,9.1,43,1.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,1
31596,POL055725,0.8,54,0.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31597,POL017746,1.2,40,1.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31598,POL054662,0.6,50,0.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31599,POL051900,2.0,37,2.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31600,POL034681,9.6,45,1.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31601,POL003395,11.6,38,2.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31602,POL013763,3.1,46,4.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31603,POL036645,0.7,36,0.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31604,POL050971,11.6,44,4.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31605,POL008058,10.8,44,1.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31606,POL021922,1.4,56,1.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31607,POL005807,10.2,41,2.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31608,POL039059,11.0,49,1.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31609,POL009882,1.3,37,2.8,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31610,POL046474,3.4,36,0.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31611,POL023596,4.3,48,0.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31612,POL027374,11.4,64,1.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31613,POL048171,11.0,52,2.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31614,POL041230,5.9,45,1.8,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31615,POL044880,5.1,37,0.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31616,POL025136,1.8,45,1.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31617,POL013326,6.4,47,0.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31618,POL005037,2.8,50,1.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31619,POL008909,9.2,45,1.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31620,POL035169,0.8,55,1.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31621,POL038145,1.1,36,2.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31622,POL022510,10.3,41,0.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31623,POL039902,1.6,47,1.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31624,POL013277,0.3,37,2.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31625,POL013477,10.6,43,1.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,1
31626,POL017524,5.5,41,3.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31627,POL039174,0.5,35,1.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31628,POL048541,11.8,62,0.8,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31629,POL009441,2.8,44,2.8,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31630,POL020135,2.4,41,0.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31631,POL032309,4.1,41,1.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31632,POL029721,4.9,40,1.8,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31633,POL028025,0.8,47,2.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31634,POL039635,1.7,43,1.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31635,POL000058,0.1,45,0.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31636,POL048826,0.5,44,0.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31637,POL006182,1.8,41,0.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31638,POL018332,4.7,37,3.8,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31639,POL043354,1.1,48,0.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31640,POL055287,2.6,41,1.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31641,POL026145,5.1,47,3.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31642,POL001613,4.5,36,2.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31643,POL054407,5.6,46,1.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,1
31644,POL010215,2.9,41,1.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31645,POL044226,0.6,40,1.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31646,POL028591,1.3,48,2.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31647,POL024169,10.9,37,1.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31648,POL023593,11.6,58,0.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,1
31649,POL002945,0.9,47,2.8,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31650,POL029507,10.4,52,2.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31651,POL052870,3.2,39,1.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31652,POL048935,8.1,39,2.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31653,POL055001,12.0,43,0.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31654,POL016134,12.4,37,0.8,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31655,POL053417,2.2,48,2.8,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31656,POL017648,11.1,44,3.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31657,POL030587,12.3,43,1.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31658,POL046171,10.3,50,2.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31659,POL020833,0.4,53,0.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31660,POL010309,5.0,35,0.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31661,POL057076,6.5,49,0.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31662,POL010479,6.8,43,2.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31663,POL057734,2.7,43,0.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31664,POL054660,2.7,49,3.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31665,POL035468,11.5,66,0.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31666,POL003424,5.7,38,1.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31667,POL051716,10.7,37,1.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31668,POL023917,5.8,38,1.8,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31669,POL033669,11.3,50,0.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31670,POL003245,12.0,40,2.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31671,POL046859,1.1,35,0.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31672,POL044704,0.8,44,3.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31673,POL041926,0.9,43,2.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31674,POL009716,11.9,40,3.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31675,POL019202,2.2,47,3.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31676,POL051121,1.9,46,1.8,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31677,POL036841,5.5,37,0.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31678,POL041449,7.0,42,3.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31679,POL025042,8.4,40,1.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31680,POL033984,11.4,38,0.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31681,POL055315,11.7,36,2.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31682,POL011191,10.4,41,3.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31683,POL007679,11.5,38,1.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,1
31684,POL038323,0.1,45,0.8,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31685,POL054094,1.0,37,2.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31686,POL050908,6.0,40,1.4,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31687,POL036233,8.5,36,3.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31688,POL055553,5.2,45,3.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31689,POL029685,1.1,44,0.6,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31690,POL032687,6.6,36,3.0,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31691,POL047669,5.3,53,2.8,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31692,POL057659,6.5,36,1.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31693,POL043331,3.0,35,2.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31694,POL017771,0.1,40,2.2,M4,Diesel,250Nm@2750rpm,C4,21622,C2,0
31695,POL000786,8.4,48,1.4,M5,Diesel,200Nm@3000rpm,C4,21622,B2,0
31696,POL046512,2.5,53,3.6,M5,Diesel,200Nm@3000rpm,C4,21622,B2,0
31697,POL031176,10.8,44,0.8,M5,Diesel,200Nm@3000rpm,C4,21622,B2,0
31698,POL003889,0.3,44,0.2,M5,Diesel,200Nm@3000rpm,C4,21622,B2,1
31699,POL006030,4.6,42,3.2,M5,Diesel,200Nm@3000rpm,C4,21622,B2,0
31700,POL058162,12.4,40,4.4,M5,Diesel,200Nm@3000rpm,C4,21622,B2,0
31701,POL022590,2.9,48,3.4,M5,Diesel,200Nm@3000rpm,C4,21622,B2,0
31702,POL050301,4.1,44,0.2,M5,Diesel,200Nm@3000rpm,C4,21622,B2,0
31703,POL004953,2.6,43,2.8,M5,Diesel,200Nm@3000rpm,C4,21622,B2,0
31704,POL041065,12.2,47,1.8,M5,Diesel,200Nm@3000rpm,C4,21622,B2,0
31705,POL053399,5.5,43,1.2,M5,Diesel,200Nm@3000rpm,C4,21622,B2,0
31706,POL012074,5.1,41,3.0,M5,Diesel,200Nm@3000rpm,C4,21622,B2,1
31707,POL020370,12.2,39,6.2,M5,Diesel,200Nm@3000rpm,C4,21622,B2,0
31708,POL004052,4.1,39,0.8,M11,Petrol,170Nm@4000rpm,C4,21622,C1,0
31709,POL031197,1.4,45,0.8,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31710,POL001128,7.2,54,0.8,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31711,POL045735,4.2,57,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31712,POL017535,7.7,37,0.8,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31713,POL046115,4.1,56,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31714,POL011225,5.3,40,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31715,POL004965,4.3,44,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31716,POL041913,8.8,37,0.8,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31717,POL002369,5.5,50,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31718,POL012587,0.4,48,0.6,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31719,POL002056,1.1,40,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31720,POL051760,8.8,50,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31721,POL048661,3.8,43,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31722,POL029242,0.7,35,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31723,POL054795,5.4,50,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31724,POL039344,0.9,38,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31725,POL011175,1.7,35,1.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31726,POL031457,1.2,40,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31727,POL039127,8.5,43,0.8,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31728,POL044706,3.5,38,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31729,POL052396,4.5,47,0.6,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31730,POL032583,1.3,44,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31731,POL012197,0.4,50,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31732,POL006338,1.5,54,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31733,POL009772,3.7,46,1.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31734,POL032824,2.1,39,1.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31735,POL016015,8.6,36,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31736,POL004153,6.4,36,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31737,POL011707,1.4,43,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31738,POL035971,3.0,37,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31739,POL027022,0.1,44,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31740,POL012642,1.3,40,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31741,POL052352,5.6,62,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31742,POL010473,9.1,35,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31743,POL056671,6.3,41,1.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31744,POL048584,2.3,42,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31745,POL038342,5.2,40,0.8,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31746,POL045992,7.1,38,1.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31747,POL004543,0.7,39,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31748,POL035950,4.9,43,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31749,POL017968,1.5,36,1.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31750,POL051073,4.9,40,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31751,POL028493,6.6,41,0.6,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31752,POL006515,1.2,35,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31753,POL039787,7.6,57,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31754,POL034191,3.1,49,1.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31755,POL026966,0.8,52,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31756,POL029589,7.8,37,0.8,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31757,POL036483,1.4,45,1.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31758,POL008987,3.3,45,1.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31759,POL030480,5.4,50,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31760,POL051529,7.5,46,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31761,POL050613,0.5,37,0.8,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31762,POL024926,1.5,41,0.6,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31763,POL043598,5.1,41,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31764,POL043211,10.5,36,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31765,POL039116,6.0,41,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31766,POL025840,6.2,56,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31767,POL052249,2.6,47,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31768,POL053234,0.5,48,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31769,POL040449,0.9,35,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31770,POL007549,2.6,41,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31771,POL015212,2.3,35,1.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31772,POL015713,0.2,44,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,1
31773,POL017206,4.3,52,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31774,POL020455,5.4,47,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31775,POL054661,5.0,50,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31776,POL040625,6.1,63,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31777,POL033152,4.5,44,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31778,POL042449,8.9,48,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31779,POL044854,4.9,54,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31780,POL019129,4.5,44,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31781,POL022345,0.5,49,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31782,POL056905,0.1,44,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31783,POL009793,7.1,47,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31784,POL035739,1.0,42,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,1
31785,POL030437,0.7,44,3.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31786,POL047810,2.5,35,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31787,POL057628,1.0,41,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31788,POL022005,1.9,48,0.6,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31789,POL005558,0.1,56,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31790,POL032218,1.7,43,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31791,POL027441,2.5,46,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31792,POL040749,3.4,39,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31793,POL013835,2.5,54,0.6,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31794,POL024996,1.0,40,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31795,POL009766,8.2,53,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31796,POL052181,3.4,57,0.8,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31797,POL038664,7.1,55,0.8,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31798,POL002192,10.2,53,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31799,POL032778,4.3,43,0.8,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31800,POL016309,4.5,52,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31801,POL015601,7.4,40,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31802,POL056023,6.3,60,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31803,POL033638,4.8,35,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31804,POL052060,9.5,54,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31805,POL052665,1.8,38,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31806,POL017382,3.1,45,1.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31807,POL006464,8.2,48,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31808,POL046463,0.7,42,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31809,POL004205,5.7,60,1.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31810,POL040731,0.8,54,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31811,POL052439,1.6,37,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31812,POL049902,5.6,44,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31813,POL011477,2.4,60,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31814,POL001508,4.5,35,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31815,POL025657,0.5,43,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,1
31816,POL000174,0.4,54,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31817,POL039367,0.8,38,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31818,POL004973,1.3,46,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,1
31819,POL037564,0.4,35,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31820,POL037666,0.4,41,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31821,POL021617,7.6,45,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31822,POL017591,5.6,48,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31823,POL022308,7.5,48,0.8,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31824,POL002440,9.1,38,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31825,POL023472,1.4,39,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31826,POL047881,0.3,48,2.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31827,POL008478,0.7,41,0.8,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31828,POL002283,0.9,40,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31829,POL045503,9.0,42,0.8,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31830,POL030476,1.2,36,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31831,POL018905,1.3,48,0.8,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31832,POL001205,9.5,46,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31833,POL046282,0.8,40,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31834,POL038626,1.0,41,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31835,POL042235,6.1,48,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31836,POL043503,4.2,50,0.6,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31837,POL008176,7.2,44,0.6,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31838,POL046208,8.6,40,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31839,POL011826,2.2,41,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31840,POL051336,5.2,39,0.8,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31841,POL034683,0.8,47,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31842,POL050139,0.6,40,1.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31843,POL010001,9.2,48,0.4,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31844,POL055188,5.2,47,0.6,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31845,POL016930,1.9,35,0.2,M1,CNG,60Nm@3500rpm,C4,21622,A,0
31846,POL011859,1.8,56,0.0,M1,CNG,60Nm@3500rpm,C4,21622,A,0
